Title,Price,Cat_ID,Sub-category,Sub-subcategory,Condition,Quantity,Description,Local_Pickup_yes_or_no,Free_Shipping_yes_or_no,Shipping_Cost,Return_Policy,Nonprofit,Percent_Donated,Main_Image_URL,Image_URL_2,Image_URL_3,Image_URL_4,Image_URL_5,Tag_1,Tag_2,Tag_3,Tag_4,Tag_5,META_SUPPLIER,META_SKU,META_UOM
Hygloss Foil Paper - 26 inch x 25 foot Roll - Red,17.09,19,,,New,10000,"Great for use with displays & posters. This highly reflective foil is paper backed and will cut, fold and paste easily. Each roll is 26"" x 25'.",No,No,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=760712&encrypt=.jpg,,,,,Art,ART SUPPLIES,CRAFTS,ART METALS,,School Specialty,215610,EACH
Hygloss Foil Paper - 26 inch x 25 foot Roll - Blue,17.09,19,,,New,10000,"Great for use with displays & posters. This highly reflective foil is paper backed and will cut, fold and paste easily. Each roll is 26"" x 25'.",No,No,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=760719&encrypt=.jpg,,,,,Art,ART SUPPLIES,CRAFTS,ART METALS,,School Specialty,215613,EACH
Hygloss Foil Paper - 26 inch x 25 foot Roll - Green,17.09,19,,,New,10000,"Great for use with displays & posters. This highly reflective foil is paper backed and will cut, fold and paste easily. Each roll is 26"" x 25'.",No,No,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=760726&encrypt=.jpg,,,,,Art,ART SUPPLIES,CRAFTS,ART METALS,,School Specialty,215616,EACH
Crayola Portfolio Series Acrylic Paint - Pint - Brillant Blue,9.29,19,,,New,10000,"Offering the student artist a versatile, quality acrylic ideal for traditional acrylic painting and applications as varied as airbrushing, printmaking and marbling without chemical additives. Color exhibits a thick, tube-like viscosity and adheres permane",No,No,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=749564&encrypt=.jpg,,,,,Art,ART SUPPLIES,PAINT,ACRYLIC,,School Specialty,216631,EACH
Crayola Portfolio Series Acrylic Paint - Pint - Brillant Blue Purple,9.29,19,,,New,10000,"Offering the student artist a versatile, quality acrylic ideal for traditional acrylic painting and applications as varied as airbrushing, printmaking and marbling without chemical additives. Color exhibits a thick, tube-like viscosity and adheres permane",No,No,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=749576&encrypt=.jpg,,,,,Art,ART SUPPLIES,PAINT,ACRYLIC,,School Specialty,216632,EACH
Crayola Portfolio Series Acrylic Paint - Pint - Brillant Orange,9.29,19,,,New,10000,"Offering the student artist a versatile, quality acrylic ideal for traditional acrylic painting and applications as varied as airbrushing, printmaking and marbling without chemical additives. Color exhibits a thick, tube-like viscosity and adheres permane",No,No,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=749584&encrypt=.jpg,,,,,Art,ART SUPPLIES,PAINT,ACRYLIC,,School Specialty,216634,EACH
Crayola Portfolio Series Acrylic Paint - Pint - Brillant Yellow,9.29,19,,,New,10000,"Offering the student artist a versatile, quality acrylic ideal for traditional acrylic painting and applications as varied as airbrushing, printmaking and marbling without chemical additives. Color exhibits a thick, tube-like viscosity and adheres permane",No,No,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=749790&encrypt=.jpg,,,,,Art,ART SUPPLIES,PAINT,ACRYLIC,,School Specialty,216636,EACH
Crayola Portfolio Series Acrylic Paint - Pint - Burnt Sienna,9.29,19,,,New,10000,"Offering the student artist a versatile, quality acrylic ideal for traditional acrylic painting and applications as varied as airbrushing, printmaking and marbling without chemical additives. Color exhibits a thick, tube-like viscosity and adheres permane",No,No,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=749801&encrypt=.jpg,,,,,Art,ART SUPPLIES,PAINT,ACRYLIC,,School Specialty,216638,EACH
Crayola Portfolio Series Acrylic Paint - Pint - Burnt Umber,9.29,19,,,New,10000,"Offering the student artist a versatile, quality acrylic ideal for traditional acrylic painting and applications as varied as airbrushing, printmaking and marbling without chemical additives. Color exhibits a thick, tube-like viscosity and adheres permane",No,No,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=749809&encrypt=.jpg,,,,,Art,ART SUPPLIES,PAINT,ACRYLIC,,School Specialty,216639,EACH
Crayola Portfolio Series Acrylic Paint - Pint - Deep Magenta,9.29,19,,,New,10000,"Offering the student artist a versatile, quality acrylic ideal for traditional acrylic painting and applications as varied as airbrushing, printmaking and marbling without chemical additives. Color exhibits a thick, tube-like viscosity and adheres permane",No,No,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=1070234&encrypt=.jpg,,,,,Art,ART SUPPLIES,PAINT,ACRYLIC,,School Specialty,216640,EACH
Crayola Portfolio Series Acrylic Paint - Pint - Deep Red,9.29,19,,,New,10000,"Offering the student artist a versatile, quality acrylic ideal for traditional acrylic painting and applications as varied as airbrushing, printmaking and marbling without chemical additives. Color exhibits a thick, tube-like viscosity and adheres permane",No,No,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=749815&encrypt=.jpg,,,,,Art,ART SUPPLIES,PAINT,ACRYLIC,,School Specialty,216641,EACH
Crayola Portfolio Series Non-Toxic Acrylic Paint - Pint - Ivory Black,9.29,19,,,New,10000,"Offering the student artist a versatile, quality acrylic ideal for traditional acrylic painting and applications as varied as airbrushing, printmaking and marbling without chemical additives. Color exhibits a thick, tube-like viscosity and adheres permane",No,No,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=748640&encrypt=.jpg,,,,,Art,ART SUPPLIES,PAINT,ACRYLIC,,School Specialty,216643,EACH
Crayola Portfolio Series Acrylic Paint - Pint - Light Green,9.29,19,,,New,10000,"Offering the student artist a versatile, quality acrylic ideal for traditional acrylic painting and applications as varied as airbrushing, printmaking and marbling without chemical additives. Color exhibits a thick, tube-like viscosity and adheres permane",No,No,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=748653&encrypt=.jpg,,,,,Art,ART SUPPLIES,PAINT,ACRYLIC,,School Specialty,216644,EACH
Crayola Portfolio Series Acrylic Paint - Pint - Light Red,9.29,19,,,New,10000,"Offering the student artist a versatile, quality acrylic ideal for traditional acrylic painting and applications as varied as airbrushing, printmaking and marbling without chemical additives. Color exhibits a thick, tube-like viscosity and adheres permane",No,No,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=748659&encrypt=.jpg,,,,,Art,ART SUPPLIES,PAINT,ACRYLIC,,School Specialty,216645,EACH
Crayola Portfolio Series Acrylic Paint - Pint - Phthalo Blue,9.29,19,,,New,10000,"Offering the student artist a versatile, quality acrylic ideal for traditional acrylic painting and applications as varied as airbrushing, printmaking and marbling without chemical additives. Color exhibits a thick, tube-like viscosity and adheres permane",No,No,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=748667&encrypt=.jpg,,,,,Art,ART SUPPLIES,PAINT,ACRYLIC,,School Specialty,216650,EACH
Crayola Portfolio Series Acrylic Paint - Pint - Phthalo Green,9.29,19,,,New,10000,"Offering the student artist a versatile, quality acrylic ideal for traditional acrylic painting and applications as varied as airbrushing, printmaking and marbling without chemical additives. Color exhibits a thick, tube-like viscosity and adheres permane",No,No,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=748679&encrypt=.jpg,,,,,Art,ART SUPPLIES,PAINT,ACRYLIC,,School Specialty,216652,EACH
Crayola Portfolio Series Non-Toxic Acrylic Paint - Pint - Titanium White,9.29,19,,,New,10000,"Offering the student artist a versatile, quality acrylic ideal for traditional acrylic painting and applications as varied as airbrushing, printmaking and marbling without chemical additives. Color exhibits a thick, tube-like viscosity and adheres permane",No,No,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=748691&encrypt=.jpg,,,,,Art,ART SUPPLIES,PAINT,ACRYLIC,,School Specialty,216655,EACH
Crayola Portfolio Series Acrylic Paint - Pint - Turner's Yellow,9.29,19,,,New,10000,"Offering the student artist a versatile, quality acrylic ideal for traditional acrylic painting and applications as varied as airbrushing, printmaking and marbling without chemical additives. Color exhibits a thick, tube-like viscosity and adheres permane",No,No,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=1081664&encrypt=.jpg,,,,,Art,ART SUPPLIES,PAINT,ACRYLIC,,School Specialty,216656,EACH
Crayola Portfolio Series Acrylic Paint - Pint - Violet,9.29,19,,,New,10000,"Offering the student artist a versatile, quality acrylic ideal for traditional acrylic painting and applications as varied as airbrushing, printmaking and marbling without chemical additives. Color exhibits a thick, tube-like viscosity and adheres permane",No,No,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=748702&encrypt=.jpg,,,,,Art,ART SUPPLIES,PAINT,ACRYLIC,,School Specialty,216659,EACH
Hygloss All Purpose Art Boards with Self Adhesive Hangers - 10 x 13 inches - Pack of 25 - White,6.29,10,,,New,10000,"All-purpose 10"" x 13"" white boards make excellent surfaces for painting & drawing, signs & posters and general arts & crafts projects. When your finished project is ready for hanging, simply attach the self-adhesive tabs to the back of the artwork. Contai",No,No,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=766499&encrypt=.jpg,,,,,Art,PAPER,BOARD,POSTER,,School Specialty,216702,PACK OF 25
Crayola Model Magic Black - 4 oz.,3.89,19,,,New,10000,"Lightweight, mess-free medium! Crayola Model Magic Modeling Compound is the perfect medium for introducing students to sculpting. The unique, non-toxic compound won t crumble or cling to clothing making clean up a cinch. Compound air dries to a smooth, re",No,No,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=1035532&encrypt=.jpg,,,,,Art,ART SUPPLIES,CERAMICS/SCULPTURE,MODELING DOUGH,,School Specialty,216750,EACH
Tru-Ray Sulphite Construction Paper - 9 x 12 inches - Pack of 50 - Holiday Red,2.19,10,,,New,10000,"Keeps projects brighter, fresher, longer! 76# paper is made from 100% vat dyed sulphite, the longer, stronger fiber. A paper tough enough to take scoring, folding and curling without cracking and tearing. Superior fade resistance. Available in 34 stay-bri",No,No,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=756360&encrypt=.jpg,,,,,Art,PAPER,CONSTRUCTION,SULPHITE,,School Specialty,216775,PACK OF 50
Tru-Ray Sulphite Construction Paper - 12 x 18 inches - Pack of 50 - Holiday Red,4.09,10,,,New,10000,"Keeps projects brighter, fresher, longer! 76# paper is made from 100% vat dyed sulphite, the longer, stronger fiber. A paper tough enough to take scoring, folding and curling without cracking and tearing. Superior fade resistance. Available in 34 stay-bri",No,No,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=756366&encrypt=.jpg,,,,,Art,PAPER,CONSTRUCTION,SULPHITE,,School Specialty,216776,PACK OF 50
Tru-Ray Sulphite Construction Paper - 9 x 12 inches - Pack of 50 - Holiday Green,2.19,10,,,New,10000,"Keeps projects brighter, fresher, longer! 76# paper is made from 100% vat dyed sulphite, the longer, stronger fiber. A paper tough enough to take scoring, folding and curling without cracking and tearing. Superior fade resistance. Available in 34 stay-bri",No,No,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=756370&encrypt=.jpg,,,,,Art,PAPER,CONSTRUCTION,SULPHITE,,School Specialty,216777,PACK OF 50
Tru-Ray Sulphite Construction Paper - 12 x 18 inches - Pack of 50 - Holiday Green,4.09,10,,,New,10000,"Keeps projects brighter, fresher, longer! 76# paper is made from 100% vat dyed sulphite, the longer, stronger fiber. A paper tough enough to take scoring, folding and curling without cracking and tearing. Superior fade resistance. Available in 34 stay-bri",No,No,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=756377&encrypt=.jpg,,,,,Art,PAPER,CONSTRUCTION,SULPHITE,,School Specialty,216778,PACK OF 50
Hasbro Play-Doh Modeling Clay - 6 ounces - 4 Colors,4.09,19,,,New,10000,"Provides endless possibilities for creative, colorful fun! Air dry. Four 6 oz. cans: Red, Yellow, Blue and White. Non-toxic. Contains wheat. <p><a href='http://ssiucm.schoolspecialty.com/ucm/groups/public/@guestprodmsds/documents/image/msds_217341.pdf 'ta",No,No,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=796511&encrypt=.jpg,,,,,Art,ART SUPPLIES,CERAMICS/SCULPTURE,MODELING DOUGH,,School Specialty,217341,SET OF 4
Great Craft Projects from Around the World,27.99,10,,,New,10000,"A make it yourself guide to creating beautiful handcrafted items in every imaginable form of traditional folk art. Plenty of chances for students of varying abilities to express themselves make African masks, Mexican flowered skulls or Japanese kites 100 ",No,No,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=753269&encrypt=.jpg,,,,,Art,RESOURCES/CURRICULUM,ART EDUCATION/CURRICULUM,ART RESOURCES,,School Specialty,219888,EACH
Crayola Conical Tip Marker Pack - Pack of 12 - Black,4.49,19,,,New,10000,"Replacements for conical tip markers. 12 of a color to a box. Black.</p> <b> </b> <ul> <li>Box of 12 Black Markers</li> <li>Convenient single color refill pack</li> <li>Classic broadline, conical tip markers</li> <li>Long-lasting and durable</li> <li>Stoc",No,No,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=765931&encrypt=.jpg,,,,,Art,ART SUPPLIES,ART MARKERS,WASHABLE MARKERS,,School Specialty,220335,PACK OF 12
Crayola Glitter Crayons - Set of 16 - Assorted Colors,2.59,19,,,New,10000,"Spark Up Your Art! Add colorful sparkles to pictures and projects! Check out the Twinkling Turquoise, Glitzy Gold, Colorful Confetti and more. Try coloring on dark or black paper for extra dazzle. Formulated so the glitter sticks to paper as you color. St",No,No,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=765547&encrypt=.jpg,,,,,Art,ART SUPPLIES,CRAYONS,SPECIALTY CRAYONS,,School Specialty,220566,SET OF 16
Crayola Nontoxic Washable Tempera Paint - 1 Pint - Set of 12 - Assorted Colors,41.99,19,,,New,10000,"Painting becomes ""worry free"" with Crayola Washable Paint, the first truly washable paint for young children. The improved formula features improved mixing and flow characteristics, is freeze-thaw stable and non-separating. The creamy consistency and wash",No,No,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=746929&encrypt=.jpg,,,,,Art,ART SUPPLIES,PAINT,TEMPERA,,School Specialty,220638,SET OF 12
X-ACTO Carving Tools - Set of 6- Forged Steel with Wood Handles,38.49,19,,,New,10000,"For 3-D carving, deep relief carving, groove cutting and shaping wood and linoleum. Includes straight chisel, bent chisel, skew bevel chisel, bent gouge, U tool and veining tool. Hand-honed of forged steel with hardwood handles in fitted storage tray.",No,No,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=764308&encrypt=.jpg,,,,,Art,ART SUPPLIES,WOODCRAFTS,TOOLS WOODCRAFTS,,School Specialty,221109,EACH
"Prang Assorted Clay 1/4 Lb Sticks - Red, Green, Blue & Yellow",2.09,19,,,New,10000,"A pliable non-hardening modeling clay for fun and easy shaping. Reduce staining formulation for easy clean-up. Four quarter-pound sticks individually wrapped. Red, Blue, Green and Yellow. AP Certified non-toxic.",No,No,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=1081751&encrypt=.jpg,,,,,Art,ART SUPPLIES,CERAMICS/SCULPTURE,CLAY,,School Specialty,221532,EACH
Bordette Scalloped Border Continuous Roll - Magenta - 2.25 inch x 50 feet,2.59,10,,,New,10000,"Colorful trims add the finishing touch to bulletin boards and other classroom projects. Roll size: 2 1/4"" x 50'.",No,No,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=753652&encrypt=.jpg,,,,,Art,PAPER,DECORATIVES,BORDERS/TRIMMERS,,School Specialty,221697,EACH
Fadeless Designer Art Paper - 12 x 18 inch - 100 Sheets,17.49,10,,,New,10000,"The artist, designer, crafter, teacher or student will be amazed by the 25 different colors that are found in this extensive collection of Fadeless colors. The collection contains metallics and fashion colors, as well as the standard Fadeless colors that ",No,No,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=758031&encrypt=.jpg,,,,,Art,PAPER,ART PAPER,FADELESS,,School Specialty,221967,EACH
